acc,val_acc,loss,val_loss,t5,val_t5
0.28816813230514526,0.5155185461044312,4.680821895599365,1.5620368719100952,0.677382230758667,0.8660106062889099
0.33019864559173584,0.46555638313293457,2.008928060531616,1.6348680257797241,0.7529987692832947,0.8599545955657959
0.3391229212284088,0.5162755250930786,1.941662073135376,1.4267843961715698,0.7470492124557495,0.9031037092208862
0.3733806610107422,0.5995457768440247,1.79987633228302,1.2284550666809082,0.780731201171875,0.9258137941360474
0.38230496644973755,0.6131718158721924,1.7286698818206787,1.2587255239486694,0.7984838485717773,0.9152157306671143
0.39842626452445984,0.6729750037193298,1.7210689783096313,1.0964751243591309,0.7966606020927429,0.9318698048591614
0.4059111475944519,0.6109008193016052,1.7467331886291504,1.234344482421875,0.800115168094635,0.9190007448196411
0.41195663809776306,0.6684330105781555,1.7149200439453125,1.0935449600219727,0.7966606020927429,0.9371688365936279
0.4113808572292328,0.7062830924987793,1.6525304317474365,1.0272630453109741,0.8037616610527039,0.9401968121528625
0.4278860092163086,0.6866010427474976,1.6089589595794678,1.016316533088684,0.8199788928031921,0.9470098614692688
0.4361385703086853,0.6737320423126221,1.6286543607711792,1.048094391822815,0.8109586238861084,0.9242997765541077
0.4372900724411011,0.6919000744819641,1.6160610914230347,0.991996705532074,0.8114384412765503,0.9462528228759766
0.44362345337867737,0.6601060032844543,1.6040207147598267,1.0260196924209595,0.8061606287956238,0.9462528228759766
0.4425678849220276,0.6873580813407898,1.6252384185791016,1.0357511043548584,0.7994434237480164,0.9356548190116882
0.44467902183532715,0.6941710710525513,1.5756546258926392,1.0007625818252563,0.8022262454032898,0.9500378370285034
0.4333557188510895,0.6782740354537964,1.606710433959961,1.1284593343734741,0.7982919216156006,0.9250567555427551
0.4472699463367462,0.7040120959281921,1.6055233478546143,0.9565854072570801,0.7966606020927429,0.9356548190116882
0.46319931745529175,0.7441332340240479,1.5152277946472168,0.8656287789344788,0.834372878074646,0.9576078653335571
0.4761539101600647,0.7024980783462524,1.4858484268188477,0.9534399509429932,0.8299587368965149,0.9485238194465637
0.4601285755634308,0.6888720393180847,1.5428717136383057,1.0361824035644531,0.8269839882850647,0.9409538507461548
0.5542654395103455,0.8046934008598328,1.3709343671798706,0.7539443373680115,0.8700700402259827,0.9644209146499634
0.7198925018310547,0.8955336809158325,0.8711863160133362,0.4774908125400543,0.9425199031829834,0.9841029644012451
0.8123020529747009,0.8917486667633057,0.6270571351051331,0.6561292409896851,0.970828115940094,0.973504900932312
0.8429133296012878,0.8107494115829468,0.49753737449645996,0.7775768041610718,0.9800403118133545,0.9841029644012451
0.8636407256126404,0.9084027409553528,0.4246006906032562,0.3153209388256073,0.982151448726654,0.9871309399604797
0.8995298147201538,0.9258137941360474,0.32993629574775696,0.26983842253685,0.9882928729057312,0.9909159541130066
0.9218884706497192,0.9507948756217957,0.24926865100860596,0.17762796580791473,0.9915555119514465,0.9954580068588257
0.9358986616134644,0.9121877551078796,0.2027260661125183,0.3237917423248291,0.9937626123428345,0.987887978553772
0.9381057620048523,0.9432248473167419,0.1905537247657776,0.2678098976612091,0.9959696531295776,0.9886449575424194
0.9429037570953369,0.9265707731246948,0.1862446665763855,0.519846498966217,0.996065616607666,0.9863739609718323
0.9388734102249146,0.9326267838478088,0.2041708081960678,0.2781882584095001,0.9945302605628967,0.993943989276886
0.9441512227058411,0.9439818263053894,0.1937330812215805,0.3254654109477997,0.9947221875190735,0.9931869506835938
0.9422320127487183,0.9068887233734131,0.21597406268119812,0.5260159373283386,0.9942423701286316,0.9871309399604797
0.9541310667991638,0.9295988082885742,0.14102663099765778,0.3427683413028717,0.9962575435638428,0.9909159541130066
0.9535553455352783,0.9394398331642151,0.15999466180801392,0.23402567207813263,0.9964494705200195,0.9954580068588257
0.9674695134162903,0.9242997765541077,0.09101275354623795,0.8634585738182068,0.998272716999054,0.9856169819831848
0.9686210751533508,0.9424678087234497,0.10064151883125305,0.24582190811634064,0.9980807900428772,0.9947009682655334
0.9776412844657898,0.9462528228759766,0.06997314840555191,0.24406969547271729,0.9988484978675842,0.9962149858474731
0.9751463532447815,0.9454958438873291,0.07613696157932281,0.2552564740180969,0.9988484978675842,0.9954580068588257
0.965934157371521,0.8970476984977722,0.12676005065441132,1.860795259475708,0.9969292879104614,0.9765329360961914
0.9630553722381592,0.9477668404579163,0.12086556106805801,0.22419807314872742,0.9966413974761963,0.9931869506835938
0.9690048694610596,0.9341408014297485,0.09937978535890579,0.32427778840065,0.9983686804771423,0.9916729927062988
0.9720756411552429,0.9470098614692688,0.07528073340654373,0.24275490641593933,0.9986565709114075,0.9954580068588257
0.9740907549858093,0.9507948756217957,0.0846182331442833,0.3229741156101227,0.9985606074333191,0.9947009682655334
0.9795604944229126,0.9500378370285034,0.06112286448478699,1.0338757038116455,0.9988484978675842,0.9894019961357117
0.9702523946762085,0.9386827945709229,0.11970368772745132,0.30227670073509216,0.9972171783447266,0.9931869506835938
0.9691967964172363,0.9356548190116882,0.11447175592184067,1.7687615156173706,0.9976009726524353,0.9871309399604797
0.97255539894104,0.9409538507461548,0.09580152481794357,0.22139878571033478,0.9973131418228149,0.9924299716949463
0.9752423167228699,0.9591218829154968,0.07281699776649475,0.251065731048584,0.9988484978675842,0.9909159541130066
0.9811918139457703,0.9477668404579163,0.058228299021720886,0.24180102348327637,0.9989444613456726,0.9924299716949463
0.9824392795562744,0.9174867272377014,0.04750695079565048,0.4366217255592346,0.999040424823761,0.9856169819831848
0.9826312065124512,0.9454958438873291,0.054640259593725204,0.27265170216560364,0.9997121095657349,0.9954580068588257
0.9841665625572205,0.9394398331642151,0.055545903742313385,0.3630576431751251,0.999232292175293,0.9947009682655334
0.9786009192466736,0.9031037092208862,0.08018175512552261,0.4553585946559906,0.9989444613456726,0.9901589751243591
0.9732271432876587,0.9507948756217957,0.09379323571920395,0.27273762226104736,0.9984646439552307,0.993943989276886
0.9748584628105164,0.9197577834129333,0.10356473922729492,0.922127902507782,0.9988484978675842,0.9848599433898926
0.9762018918991089,0.9432248473167419,0.07031060010194778,0.2557132840156555,0.9985606074333191,0.9947009682655334
0.9839746952056885,0.934897780418396,0.05387338995933533,0.31595316529273987,0.9991363883018494,0.9924299716949463
0.9847423434257507,0.9507948756217957,0.049174025654792786,0.3209894895553589,0.9994242191314697,0.9969719648361206
0.9838787317276001,0.9439818263053894,0.04871940240263939,0.40535497665405273,0.9997121095657349,0.9916729927062988
0.9811918139457703,0.9250567555427551,0.05907424911856651,0.34962549805641174,0.9991363883018494,0.9954580068588257
0.9847423434257507,0.9606359004974365,0.041683897376060486,0.1953846961259842,0.9995201826095581,0.9947009682655334
0.9829190969467163,0.9470098614692688,0.057256992906332016,0.24362894892692566,0.9997121095657349,0.9962149858474731
0.9855100512504578,0.9424678087234497,0.057866908609867096,0.2529986500740051,0.999232292175293,0.9931869506835938
0.9889646172523499,0.9545798897743225,0.03079862706363201,0.1950952708721161,0.9993282556533813,0.9947009682655334
0.988484799861908,0.967448890209198,0.029181886464357376,0.17911384999752045,0.9999040365219116,0.9947009682655334
0.9863736629486084,0.9386827945709229,0.04728052392601967,0.3416895568370819,0.9991363883018494,0.9931869506835938
0.9826312065124512,0.9538228511810303,0.05423058196902275,0.20990028977394104,0.9994242191314697,0.9947009682655334
0.9898282289505005,0.9454958438873291,0.032024726271629333,0.26805466413497925,0.9996161460876465,0.9931869506835938
0.980424165725708,0.9424678087234497,0.05723407492041588,0.27103057503700256,0.999040424823761,0.9954580068588257
0.9839746952056885,0.9356548190116882,0.046540215611457825,0.3400489091873169,0.9993282556533813,0.9954580068588257
0.9850302338600159,0.95533686876297,0.04212907701730728,0.1919506937265396,0.9996161460876465,0.9969719648361206
0.9882928729057312,0.9424678087234497,0.03852338343858719,0.2653888165950775,0.999232292175293,0.9954580068588257
0.9840705990791321,0.9629068970680237,0.05044768005609512,0.19156935811042786,0.9994242191314697,0.9992430210113525
0.9907878041267395,0.9538228511810303,0.024712897837162018,0.21643221378326416,0.9996161460876465,0.9969719648361206
0.9881969094276428,0.9061317443847656,0.034864433109760284,0.4287123680114746,0.9997121095657349,0.993943989276886
0.9805201292037964,0.9477668404579163,0.058675218373537064,0.22906845808029175,0.9998080730438232,0.9947009682655334
0.9850302338600159,0.949280858039856,0.053983889520168304,0.22501240670681,0.9995201826095581,0.9947009682655334
0.9859898090362549,0.9447388052940369,0.03710770979523659,0.28464651107788086,0.9999040365219116,0.9954580068588257
0.9893484115600586,0.9530658721923828,0.03879007324576378,0.203924298286438,0.9996161460876465,0.9954580068588257
0.9891564846038818,0.9447388052940369,0.032813575118780136,0.2883395850658417,0.9998080730438232,0.9931869506835938
0.9922272562980652,0.95533686876297,0.026909543201327324,0.2475026398897171,0.9995201826095581,0.9977290034294128
0.9850302338600159,0.9409538507461548,0.047822654247283936,0.33732667565345764,0.9996161460876465,0.9924299716949463
0.9858938455581665,0.961392879486084,0.05090911313891411,0.1661291867494583,0.999232292175293,0.9962149858474731
0.9928989410400391,0.9591218829154968,0.02201651968061924,0.2170732617378235,0.9999040365219116,0.9962149858474731
0.9899241924285889,0.9182437658309937,0.0365324504673481,0.4280116558074951,1.0,0.9916729927062988
0.9901161193847656,0.9432248473167419,0.0329664945602417,0.27150580286979675,1.0,0.9954580068588257
0.9899241924285889,0.934897780418396,0.035005319863557816,0.32351937890052795,0.9999040365219116,0.9954580068588257
0.9913635849952698,0.9598788619041443,0.028272610157728195,0.23194262385368347,0.9998080730438232,0.9977290034294128
0.9846463799476624,0.9560938477516174,0.04754592850804329,0.2321273684501648,0.9994242191314697,0.9962149858474731
0.9954898953437805,0.9591218829154968,0.010631127282977104,0.21694061160087585,1.0,0.9977290034294128
0.9917474389076233,0.9371688365936279,0.029345160350203514,0.34320923686027527,1.0,0.9947009682655334
0.9861817359924316,0.9265707731246948,0.046068839728832245,0.4007505178451538,0.9999040365219116,0.9909159541130066
0.9919393658638,0.9500378370285034,0.02521432749927044,0.25229930877685547,0.9999040365219116,0.9962149858474731
0.9924191832542419,0.9545798897743225,0.023200886324048042,0.34945207834243774,0.9998080730438232,0.993943989276886
0.99433833360672,0.967448890209198,0.013661045581102371,0.1469472050666809,1.0,0.9969719648361206
0.9904040098190308,0.7895533442497253,0.03493557497859001,1.9658069610595703,0.9993282556533813,0.9727479219436646
0.9860857725143433,0.9394398331642151,0.040812306106090546,0.31301945447921753,0.9993282556533813,0.9947009682655334
0.9896363019943237,0.9560938477516174,0.033134687691926956,0.2279430478811264,0.9997121095657349,0.993943989276886
0.9859898090362549,0.9371688365936279,0.04471893608570099,0.3080989420413971,0.9999040365219116,0.9962149858474731
